 i:           19 j:           19   1.00000000    
 S(          19 ,          20 ):  -1.00000000    
 i:           19 j:           20  -1.00000000    
 S(          19 ,          21 ):   1.00000000    
 i:           19 j:           21   1.00000000    
 S(          19 ,          22 ):  -1.00000000    
 i:           19 j:           22  -1.00000000    
 S(          19 ,          23 ):  -1.00000000    
 i:           19 j:           23  -1.00000000    
 S(          19 ,          24 ):  -1.00000000    
 i:           19 j:           24  -1.00000000    
 S(          19 ,          25 ):  -1.00000000    
 i:           19 j:           25  -1.00000000    
 S(          20 ,           1 ):  -1.00000000    
 i:           20 j:            1  -1.00000000    
 S(          20 ,           2 ):  -1.00000000    
 i:           20 j:            2  -1.00000000    
 S(          20 ,           3 ):  -1.00000000    
 i:           20 j:            3  -1.00000000    
 S(          20 ,           4 ):  -1.00000000    
 i:           20 j:            4  -1.00000000    
 S(          20 ,           5 ):  -1.00000000    
 i:           20 j:            5  -1.00000000    
 S(          20 ,           6 ):  -1.00000000    
 i:           20 j:            6  -1.00000000    
 S(          20 ,           7 ):   1.00000000    
 i:           20 j:            7   1.00000000    
 S(          20 ,           8 ):   1.00000000    
 i:           20 j:            8   1.00000000    
 S(          20 ,           9 ):  -1.00000000    
 i:           20 j:            9  -1.00000000    
 S(          20 ,          10 ):  -1.00000000    
 i:           20 j:           10  -1.00000000    
 S(          20 ,          11 ):  -1.00000000    
 i:           20 j:           11  -1.00000000    
 S(          20 ,          12 ):  -1.00000000    
 i:           20 j:           12  -1.00000000    
 S(          20 ,          13 ):   1.00000000    
 i:           20 j:           13   1.00000000    
 S(          20 ,          14 ):   1.00000000    
 i:           20 j:           14   1.00000000    
 S(          20 ,          15 ):   1.00000000    
 i:           20 j:           15   1.00000000    
 S(          20 ,          16 ):   1.00000000    
 i:           20 j:           16   1.00000000    
 S(          20 ,          17 ):  -1.00000000    
 i:           20 j:           17  -1.00000000    
 S(          20 ,          18 ):   1.00000000    
 i:           20 j:           18   1.00000000    
 S(          20 ,          19 ):   1.00000000    
 i:           20 j:           19   1.00000000    
 S(          20 ,          20 ):  -1.00000000    
 i:           20 j:           20  -1.00000000    
 S(          20 ,          21 ):   1.00000000    
 i:           20 j:           21   1.00000000    
 S(          20 ,          22 ):   1.00000000    
 i:           20 j:           22   1.00000000    
 S(          20 ,          23 ):   1.00000000    
 i:           20 j:           23   1.00000000    
 S(          20 ,          24 ):  -1.00000000    
 i:           20 j:           24  -1.00000000    
 S(          20 ,          25 ):   1.00000000    
 i:           20 j:           25   1.00000000    
 S(          21 ,           1 ):  -1.00000000    
 i:           21 j:            1  -1.00000000    
 S(          21 ,           2 ):  -1.00000000    
 i:           21 j:            2  -1.00000000    
 S(          21 ,           3 ):  -1.00000000    
 i:           21 j:            3  -1.00000000    
 S(          21 ,           4 ):   1.00000000    
 i:           21 j:            4   1.00000000    
 S(          21 ,           5 ):  -1.00000000    
 i:           21 j:            5  -1.00000000    
 S(          21 ,           6 ):  -1.00000000    
 i:           21 j:            6  -1.00000000    
 S(          21 ,           7 ):   1.00000000    
 i:           21 j:            7   1.00000000    
 S(          21 ,           8 ):   1.00000000    
 i:           21 j:            8   1.00000000    
 S(          21 ,           9 ):   1.00000000    
 i:           21 j:            9   1.00000000    
 S(          21 ,          10 ):   1.00000000    
 i:           21 j:           10   1.00000000    
 S(          21 ,          11 ):   1.00000000    
 i:           21 j:           11   1.00000000    
 S(          21 ,          12 ):   1.00000000    
 i:           21 j:           12   1.00000000    
 S(          21 ,          13 ):   1.00000000    
 i:           21 j:           13   1.00000000    
 S(          21 ,          14 ):   1.00000000    
 i:           21 j:           14   1.00000000    
 S(          21 ,          15 ):   1.00000000    
 i:           21 j:           15   1.00000000    
 S(          21 ,          16 ):   1.00000000    
 i:           21 j:           16   1.00000000    
 S(          21 ,          17 ):  -1.00000000    
 i:           21 j:           17  -1.00000000    
 S(          21 ,          18 ):   1.00000000    
 i:           21 j:           18   1.00000000    
 S(          21 ,          19 ):  -1.00000000    
 i:           21 j:           19  -1.00000000    
 S(          21 ,          20 ):  -1.00000000    
 i:           21 j:           20  -1.00000000    
 S(          21 ,          21 ):   1.00000000    
 i:           21 j:           21   1.00000000    
 S(          21 ,          22 ):   1.00000000    
 i:           21 j:           22   1.00000000    
 S(          21 ,          23 ):  -1.00000000    
 i:           21 j:           23  -1.00000000    
 S(          21 ,          24 ):  -1.00000000    
 i:           21 j:           24  -1.00000000    
 S(          21 ,          25 ):  -1.00000000    
 i:           21 j:           25  -1.00000000    
 S(          22 ,           1 ):   1.00000000    
 i:           22 j:            1   1.00000000    
 S(          22 ,           2 ):  -1.00000000    
 i:           22 j:            2  -1.00000000    
 S(          22 ,           3 ):   1.00000000    
 i:           22 j:            3   1.00000000    
 S(          22 ,           4 ):  -1.00000000    
 i:           22 j:            4  -1.00000000    
 S(          22 ,           5 ):  -1.00000000    
 i:           22 j:            5  -1.00000000    
 S(          22 ,           6 ):   1.00000000    
 i:           22 j:            6   1.00000000    
 S(          22 ,           7 ):   1.00000000    
 i:           22 j:            7   1.00000000    
 S(          22 ,           8 ):  -1.00000000    
 i:           22 j:            8  -1.00000000    
 S(          22 ,           9 ):  -1.00000000    
 i:           22 j:            9  -1.00000000    
 S(          22 ,          10 ):   1.00000000    
 i:           22 j:           10   1.00000000    
 S(          22 ,          11 ):  -1.00000000    
 i:           22 j:           11  -1.00000000    
 S(          22 ,          12 ):  -1.00000000    
 i:           22 j:           12  -1.00000000    
 S(          22 ,          13 ):  -1.00000000    
 i:           22 j:           13  -1.00000000    
 S(          22 ,          14 ):  -1.00000000    
 i:           22 j:           14  -1.00000000    
 S(          22 ,          15 ):  -1.00000000    
 i:           22 j:           15  -1.00000000    
 S(          22 ,          16 ):   1.00000000    
 i:           22 j:           16   1.00000000    
 S(          22 ,          17 ):   1.00000000    
 i:           22 j:           17   1.00000000    
 S(          22 ,          18 ):  -1.00000000    
 i:           22 j:           18  -1.00000000    
 S(          22 ,          19 ):   1.00000000    
 i:           22 j:           19   1.00000000    
 S(          22 ,          20 ):  -1.00000000    
 i:           22 j:           20  -1.00000000    
 S(          22 ,          21 ):  -1.00000000    
 i:           22 j:           21  -1.00000000    
 S(          22 ,          22 ):  -1.00000000    
 i:           22 j:           22  -1.00000000    
 S(          22 ,          23 ):  -1.00000000    
 i:           22 j:           23  -1.00000000    
 S(          22 ,          24 ):   1.00000000    
 i:           22 j:           24   1.00000000    
 S(          22 ,          25 ):   1.00000000    
 i:           22 j:           25   1.00000000    
 S(          23 ,           1 ):  -1.00000000    
 i:           23 j:            1  -1.00000000    
 S(          23 ,           2 ):   1.00000000    
 i:           23 j:            2   1.00000000    
 S(          23 ,           3 ):  -1.00000000    
 i:           23 j:            3  -1.00000000    
 S(          23 ,           4 ):   1.00000000    
 i:           23 j:            4   1.00000000    
 S(          23 ,           5 ):   1.00000000    
 i:           23 j:            5   1.00000000    
 S(          23 ,           6 ):  -1.00000000    
 i:           23 j:            6  -1.00000000    
 S(          23 ,           7 ):   1.00000000    
 i:           23 j:            7   1.00000000    
 S(          23 ,           8 ):  -1.00000000    
 i:           23 j:            8  -1.00000000    
 S(          23 ,           9 ):  -1.00000000    
 i:           23 j:            9  -1.00000000    
 S(          23 ,          10 ):  -1.00000000    
 i:           23 j:           10  -1.00000000    
 S(          23 ,          11 ):   1.00000000    
 i:           23 j:           11   1.00000000    
 S(          23 ,          12 ):  -1.00000000    
 i:           23 j:           12  -1.00000000    
 S(          23 ,          13 ):   1.00000000    
 i:           23 j:           13   1.00000000    
 S(          23 ,          14 ):  -1.00000000    
 i:           23 j:           14  -1.00000000    
 S(          23 ,          15 ):   1.00000000    
 i:           23 j:           15   1.00000000    
 S(          23 ,          16 ):  -1.00000000    
 i:           23 j:           16  -1.00000000    
 S(          23 ,          17 ):   1.00000000    
 i:           23 j:           17   1.00000000    
 S(          23 ,          18 ):  -1.00000000    
 i:           23 j:           18  -1.00000000    
 S(          23 ,          19 ):   1.00000000    
 i:           23 j:           19   1.00000000    
 S(          23 ,          20 ):   1.00000000    
 i:           23 j:           20   1.00000000    
 S(          23 ,          21 ):  -1.00000000    
 i:           23 j:           21  -1.00000000    
 S(          23 ,          22 ):   1.00000000    
 i:           23 j:           22   1.00000000    
 S(          23 ,          23 ):  -1.00000000    
 i:           23 j:           23  -1.00000000    
 S(          23 ,          24 ):  -1.00000000    
 i:           23 j:           24  -1.00000000    
 S(          23 ,          25 ):  -1.00000000    
 i:           23 j:           25  -1.00000000    
 S(          24 ,           1 ):  -1.00000000    
 i:           24 j:            1  -1.00000000    
 S(          24 ,           2 ):   1.00000000    
 i:           24 j:            2   1.00000000    
 S(          24 ,           3 ):  -1.00000000    
 i:           24 j:            3  -1.00000000    
 S(          24 ,           4 ):   1.00000000    
 i:           24 j:            4   1.00000000    
 S(          24 ,           5 ):  -1.00000000    
 i:           24 j:            5  -1.00000000    
 S(          24 ,           6 ):   1.00000000    
 i:           24 j:            6   1.00000000    
 S(          24 ,           7 ):   1.00000000    
 i:           24 j:            7   1.00000000    
 S(          24 ,           8 ):   1.00000000    
 i:           24 j:            8   1.00000000    
 S(          24 ,           9 ):  -1.00000000    
 i:           24 j:            9  -1.00000000    
 S(          24 ,          10 ):  -1.00000000    
 i:           24 j:           10  -1.00000000    
 S(          24 ,          11 ):  -1.00000000    
 i:           24 j:           11  -1.00000000    
 S(          24 ,          12 ):  -1.00000000    
 i:           24 j:           12  -1.00000000    
 S(          24 ,          13 ):   1.00000000    
 i:           24 j:           13   1.00000000    
 S(          24 ,          14 ):  -1.00000000    
 i:           24 j:           14  -1.00000000    
 S(          24 ,          15 ):   1.00000000    
 i:           24 j:           15   1.00000000    
 S(          24 ,          16 ):  -1.00000000    
 i:           24 j:           16  -1.00000000    
 S(          24 ,          17 ):  -1.00000000    
 i:           24 j:           17  -1.00000000    
 S(          24 ,          18 ):   1.00000000    
 i:           24 j:           18   1.00000000    
 S(          24 ,          19 ):   1.00000000    
 i:           24 j:           19   1.00000000    
 S(          24 ,          20 ):  -1.00000000    
 i:           24 j:           20  -1.00000000    
 S(          24 ,          21 ):   1.00000000    
 i:           24 j:           21   1.00000000    
 S(          24 ,          22 ):   1.00000000    
 i:           24 j:           22   1.00000000    
 S(          24 ,          23 ):   1.00000000    
 i:           24 j:           23   1.00000000    
 S(          24 ,          24 ):  -1.00000000    
 i:           24 j:           24  -1.00000000    
 S(          24 ,          25 ):  -1.00000000    
 i:           24 j:           25  -1.00000000    
 S(          25 ,           1 ):   1.00000000    
 i:           25 j:            1   1.00000000    
 S(          25 ,           2 ):  -1.00000000    
 i:           25 j:            2  -1.00000000    
 S(          25 ,           3 ):  -1.00000000    
 i:           25 j:            3  -1.00000000    
 S(          25 ,           4 ):   1.00000000    
 i:           25 j:            4   1.00000000    
 S(          25 ,           5 ):   1.00000000    
 i:           25 j:            5   1.00000000    
 S(          25 ,           6 ):   1.00000000    
 i:           25 j:            6   1.00000000    
 S(          25 ,           7 ):   1.00000000    
 i:           25 j:            7   1.00000000    
 S(          25 ,           8 ):   1.00000000    
 i:           25 j:            8   1.00000000    
 S(          25 ,           9 ):   1.00000000    
 i:           25 j:            9   1.00000000    
 S(          25 ,          10 ):   1.00000000    
 i:           25 j:           10   1.00000000    
 S(          25 ,          11 ):   1.00000000    
 i:           25 j:           11   1.00000000    
 S(          25 ,          12 ):  -1.00000000    
 i:           25 j:           12  -1.00000000    
 S(          25 ,          13 ):   1.00000000    
 i:           25 j:           13   1.00000000    
 S(          25 ,          14 ):  -1.00000000    
 i:           25 j:           14  -1.00000000    
 S(          25 ,          15 ):   1.00000000    
 i:           25 j:           15   1.00000000    
 S(          25 ,          16 ):  -1.00000000    
 i:           25 j:           16  -1.00000000    
 S(          25 ,          17 ):  -1.00000000    
 i:           25 j:           17  -1.00000000    
 S(          25 ,          18 ):   1.00000000    
 i:           25 j:           18   1.00000000    
 S(          25 ,          19 ):   1.00000000    
 i:           25 j:           19   1.00000000    
 S(          25 ,          20 ):   1.00000000    
 i:           25 j:           20   1.00000000    
 S(          25 ,          21 ):  -1.00000000    
 i:           25 j:           21  -1.00000000    
 S(          25 ,          22 ):  -1.00000000    
 i:           25 j:           22  -1.00000000    
 S(          25 ,          23 ):  -1.00000000    
 i:           25 j:           23  -1.00000000    
 S(          25 ,          24 ):  -1.00000000    
 i:           25 j:           24  -1.00000000    
 S(          25 ,          25 ):  -1.00000000    
 i:           25 j:           25  -1.00000000    
  
 Selecciono las filas y columas
 fila:            1 columna:            1
 Delta E :  -0.699999988    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            3 columna:            6
 Delta E :    1.39999998    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            1 columna:            1
 Delta E :   0.699999988    
 fila:            5 columna:            5
 Delta E :   -0.00000000    
 fila:            3 columna:            1
 Delta E :  -0.349999994    
 fila:            4 columna:            5
 Delta E :   -0.00000000    
 fila:            4 columna:            4
 Delta E :   -1.39999998    
 fila:            3 columna:            5
 Delta E :   -0.00000000    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            6 columna:            2
 Delta E :  -0.699999988    
 fila:            2 columna:            6
 Delta E :   -1.39999998    
 fila:            5 columna:            5
 Delta E :  -0.699999988    
 fila:            3 columna:            5
 Delta E :    0.00000000    
 fila:            4 columna:            5
 Delta E :    1.39999998    
 fila:            4 columna:            3
 Delta E :    0.00000000    
 fila:            6 columna:            1
 Delta E :  -0.349999994    
 fila:            2 columna:            3
 Delta E :  -0.699999988    
 fila:            5 columna:            1
 Delta E :  -0.349999994    
 fila:            2 columna:            4
 Delta E :   0.699999988    
 fila:            4 columna:            3
 Delta E :   -0.00000000    
 fila:            3 columna:            3
 Delta E :   -1.39999998    
 fila:            5 columna:            5
 Delta E :   -0.00000000    
 fila:            4 columna:            6
 Delta E :  -0.699999988    
 fila:            3 columna:            2
 Delta E :   0.699999988    
 fila:            3 columna:            6
 Delta E :   -0.00000000    
 fila:            4 columna:            1
 Delta E :   0.349999994    
 fila:            3 columna:            4
 Delta E :   0.699999988    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            6 columna:            3
 Delta E :   -1.39999998    
 fila:            6 columna:            1
 Delta E :  -0.349999994    
 fila:            4 columna:            3
 Delta E :   0.699999988    
 fila:            3 columna:            3
 Delta E :  -0.699999988    
 fila:            6 columna:            4
 Delta E :  -0.699999988    
 fila:            2 columna:            4
 Delta E :   -0.00000000    
 fila:            6 columna:            2
 Delta E :    1.39999998    
 fila:            5 columna:            3
 Delta E :   0.699999988    
 fila:            3 columna:            3
 Delta E :   0.699999988    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            3 columna:            3
 Delta E :   -0.00000000    
 fila:            3 columna:            2
 Delta E :    0.00000000    
 fila:            4 columna:            3
 Delta E :  -0.699999988    
 fila:            2 columna:            2
 Delta E :  -0.699999988    
 fila:            4 columna:            5
 Delta E :   -0.00000000    
 fila:            4 columna:            5
 Delta E :    0.00000000    
 fila:            5 columna:            4
 Delta E :   0.699999988    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            3 columna:            4
 Delta E :   -0.00000000    
 fila:            3 columna:            5
 Delta E :    0.00000000    
 fila:            6 columna:            4
 Delta E :   -0.00000000    
 fila:            3 columna:            6
 Delta E :    0.00000000    
 fila:            5 columna:            6
 Delta E :   0.699999988    
 fila:            5 columna:            6
 Delta E :  -0.699999988    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            6 columna:            6
 Delta E :  -0.699999988    
 fila:            1 columna:            6
 Delta E :   0.699999988    
 fila:            3 columna:            6
 Delta E :   0.699999988    
 fila:            1 columna:            2
 Delta E :  -0.699999988    
 fila:            5 columna:            4
 Delta E :   -0.00000000    
 fila:            3 columna:            2
 Delta E :   0.699999988    
 fila:            5 columna:            5
 Delta E :    0.00000000    
 fila:            6 columna:            6
 Delta E :   0.699999988    
 fila:            4 columna:            6
 Delta E :    0.00000000    
 fila:            5 columna:            3
 Delta E :   -0.00000000    
 fila:            4 columna:            4
 Delta E :   0.699999988    
 fila:            5 columna:            6
 Delta E :  -0.699999988    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            6 columna:            4
 Delta E :  -0.699999988    
 fila:            6 columna:            2
 Delta E :   -1.39999998    
 fila:            1 columna:            3
 Delta E :    1.39999998    
 fila:            2 columna:            5
 Delta E :   0.699999988    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            4 columna:            6
 Delta E :   0.699999988    
 fila:            2 columna:            4
 Delta E :    1.39999998    
 fila:            3 columna:            2
 Delta E :   0.699999988    
 fila:            1 columna:            4
 Delta E :   -1.39999998    
 fila:            5 columna:            3
 Delta E :  -0.699999988    
 fila:            4 columna:            1
 Delta E :  -0.349999994    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            6 columna:            6
 Delta E :   -0.00000000    
 fila:            5 columna:            5
 Delta E :   0.699999988    
 fila:            3 columna:            4
 Delta E :   -1.39999998    
 fila:            1 columna:            3
 Delta E :  -0.699999988    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            4 columna:            5
 Delta E :    1.39999998    
 fila:            4 columna:            6
 Delta E :   -1.39999998    
 fila:            6 columna:            2
 Delta E :   0.699999988    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            4 columna:            2
 Delta E :   -0.00000000    
 fila:            4 columna:            4
 Delta E :  -0.699999988    
 fila:            4 columna:            2
 Delta E :    0.00000000    
 fila:            4 columna:            3
 Delta E :   0.699999988    
 fila:            6 columna:            2
 Delta E :  -0.699999988    
 fila:            4 columna:            2
 Delta E :  -0.699999988    
 fila:            4 columna:            3
 Delta E :   -0.00000000    
 fila:            5 columna:            1
 Delta E :   0.349999994    
 fila:            4 columna:            2
 Delta E :    0.00000000    
 fila:            5 columna:            3
 Delta E :   0.699999988    
 fila:            4 columna:            3
 Delta E :    0.00000000    
 fila:            6 columna:            5
 Delta E :    0.00000000    
 fila:            1 columna:            4
 Delta E :   -0.00000000    
 fila:            2 columna:            3
 Delta E :    0.00000000    
 fila:            1 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            5
 Delta E :  -0.699999988    
 fila:            2 columna:            2
 Delta E :   0.699999988    
 fila:            1 columna:            5
 Delta E :  -0.699999988    
 fila:            1 columna:            3
 Delta E :  -0.699999988    
 fila:            1 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            4
 Delta E :   0.699999988    
 fila:            1 columna:            2
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :  -0.699999988    
 fila:            6 columna:            5
 Delta E :  -0.699999988    
 fila:            1 columna:            5
 Delta E :   0.699999988    
 fila:            1 columna:            1
 Delta E :  -0.699999988    
 fila:            2 columna:            2
 Delta E :   -1.39999998    
 fila:            5 columna:            6
 Delta E :    0.00000000    
 fila:            2 columna:            4
 Delta E :   -0.00000000    
 fila:            3 columna:            4
 Delta E :   0.699999988    
 fila:            3 columna:            5
 Delta E :    1.39999998    
 fila:            3 columna:            5
 Delta E :   -1.39999998    
 fila:            5 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            4
 Delta E :  -0.699999988    
 fila:            3 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :    0.00000000    
 fila:            4 columna:            5
 Delta E :   -1.39999998    
 fila:            3 columna:            2
 Delta E :   -0.00000000    
 fila:            5 columna:            6
 Delta E :   -0.00000000    
 fila:            6 columna:            3
 Delta E :   -0.00000000    
 fila:            4 columna:            4
 Delta E :   0.699999988    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            4 columna:            5
 Delta E :  -0.699999988    
 fila:            1 columna:            4
 Delta E :   -1.39999998    
 fila:            1 columna:            6
 Delta E :  -0.699999988    
 fila:            2 columna:            5
 Delta E :  -0.699999988    
 fila:            1 columna:            6
 Delta E :   0.699999988    
 fila:            6 columna:            3
 Delta E :    0.00000000    
 fila:            4 columna:            2
 Delta E :  -0.699999988    
 fila:            1 columna:            6
 Delta E :  -0.699999988    
 fila:            6 columna:            1
 Delta E :  -0.349999994    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            4 columna:            6
 Delta E :   0.699999988    
 fila:            2 columna:            5
 Delta E :   0.699999988    
 fila:            5 columna:            3
 Delta E :  -0.699999988    
 fila:            4 columna:            4
 Delta E :    0.00000000    
 fila:            5 columna:            5
 Delta E :   0.699999988    
 fila:            2 columna:            3
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :   -0.00000000    
 fila:            6 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            6
 Delta E :   -1.39999998    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            3 columna:            5
 Delta E :   0.699999988    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            3 columna:            4
 Delta E :    0.00000000    
 fila:            3 columna:            6
 Delta E :    0.00000000    
 fila:            3 columna:            3
 Delta E :  -0.699999988    
 fila:            1 columna:            5
 Delta E :   0.699999988    
 fila:            2 columna:            2
 Delta E :   0.699999988    
 fila:            6 columna:            4
 Delta E :    1.39999998    
 fila:            2 columna:            3
 Delta E :  -0.699999988    
 fila:            4 columna:            2
 Delta E :    1.39999998    
 fila:            3 columna:            2
 Delta E :   -0.00000000    
 fila:            5 columna:            2
 Delta E :   -0.00000000    
 fila:            4 columna:            4
 Delta E :   0.699999988    
 fila:            3 columna:            6
 Delta E :   -0.00000000    
 fila:            5 columna:            3
 Delta E :  -0.699999988    
 fila:            6 columna:            3
 Delta E :  -0.699999988    
 fila:            2 columna:            1
 Delta E :   0.349999994    
 fila:            3 columna:            5
 Delta E :   -0.00000000    
 fila:            4 columna:            3
 Delta E :  -0.699999988    
 fila:            3 columna:            3
 Delta E :    0.00000000    
 fila:            1 columna:            6
 Delta E :   -0.00000000    
 fila:            2 columna:            2
 Delta E :   -0.00000000    
 fila:            3 columna:            5
 Delta E :    0.00000000    
 fila:            6 columna:            5
 Delta E :  -0.699999988    
 fila:            4 columna:            3
 Delta E :    1.39999998    
 fila:            2 columna:            3
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :  -0.699999988    
 fila:            4 columna:            3
 Delta E :  -0.699999988    
 fila:            5 columna:            3
 Delta E :   0.699999988    
 fila:            5 columna:            3
 Delta E :  -0.699999988    
 fila:            6 columna:            6
 Delta E :    1.39999998    
 fila:            5 columna:            5
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :    0.00000000    
 fila:            4 columna:            6
 Delta E :    0.00000000    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            5 columna:            4
 Delta E :   0.699999988    
 fila:            1 columna:            1
 Delta E :    0.00000000    
 fila:            6 columna:            6
 Delta E :   -1.39999998    
 fila:            4 columna:            4
 Delta E :  -0.699999988    
 fila:            5 columna:            1
 Delta E :  -0.349999994    
 fila:            2 columna:            6
 Delta E :  -0.699999988    
 fila:            3 columna:            4
 Delta E :   -0.00000000    
 fila:            3 columna:            4
 Delta E :    0.00000000    
 fila:            6 columna:            3
 Delta E :   0.699999988    
 fila:            6 columna:            5
 Delta E :   -0.00000000    
 fila:            4 columna:            5
 Delta E :  -0.699999988    
 fila:            4 columna:            2
 Delta E :   -0.00000000    
 fila:            4 columna:            6
 Delta E :   0.699999988    
 fila:            4 columna:            5
 Delta E :    0.00000000    
 fila:            5 columna:            3
 Delta E :   -0.00000000    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            4 columna:            4
 Delta E :   0.699999988    
 fila:            2 columna:            4
 Delta E :   -0.00000000    
 fila:            4 columna:            2
 Delta E :    0.00000000    
 fila:            5 columna:            4
 Delta E :   -0.00000000    
 fila:            4 columna:            5
 Delta E :  -0.699999988    
 fila:            3 columna:            2
 Delta E :    0.00000000    
 fila:            3 columna:            4
 Delta E :  -0.699999988    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            6 columna:            1
 Delta E :  -0.349999994    
 fila:            6 columna:            3
 Delta E :   -1.39999998    
 fila:            2 columna:            5
 Delta E :   0.699999988    
 fila:            1 columna:            1
 Delta E :   -0.00000000    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            2 columna:            3
 Delta E :  -0.699999988    
 fila:            6 columna:            5
 Delta E :    0.00000000    
 fila:            1 columna:            5
 Delta E :  -0.699999988    
 fila:            4 columna:            5
 Delta E :  -0.699999988    
 fila:            3 columna:            3
 Delta E :   -0.00000000    
 fila:            2 columna:            6
 Delta E :   -0.00000000    
 fila:            5 columna:            4
 Delta E :    0.00000000    
 fila:            2 columna:            4
 Delta E :   0.699999988    
 fila:            1 columna:            1
 Delta E :    0.00000000    
 fila:            2 columna:            4
 Delta E :  -0.699999988    
 fila:            2 columna:            6
 Delta E :    0.00000000    
 fila:            4 columna:            5
 Delta E :   0.699999988    
 fila:            3 columna:            6
 Delta E :   0.699999988    
 fila:            4 columna:            1
 Delta E :   0.349999994    
 fila:            4 columna:            6
 Delta E :   0.699999988    
 fila:            6 columna:            4
 Delta E :   0.699999988    
 fila:            2 columna:            6
 Delta E :  -0.699999988    
 fila:            4 columna:            4
 Delta E :   -0.00000000    
 fila:            6 columna:            1
 Delta E :   0.349999994    
 fila:            5 columna:            3
 Delta E :    0.00000000    
 fila:            1 columna:            4
 Delta E :    1.39999998    
 fila:            5 columna:            5
 Delta E :   -1.39999998    
 fila:            1 columna:            2
 Delta E :   -0.00000000    
 fila:            2 columna:            4
 Delta E :    0.00000000    
 fila:            3 columna:            3
 Delta E :    0.00000000    
 fila:            5 columna:            1
 Delta E :   -1.04999995    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            5 columna:            2
 Delta E :   0.699999988    
 fila:            2 columna:            2
 Delta E :    0.00000000    
 fila:            6 columna:            5
 Delta E :   -0.00000000    
 fila:            2 columna:            5
 Delta E :   0.699999988    
 fila:            2 columna:            2
 Delta E :   -0.00000000    
 fila:            2 columna:            4
 Delta E :   0.699999988    
 fila:            5 columna:            5
 Delta E :   0.699999988    
 fila:            4 columna:            5
 Delta E :   -0.00000000    
 fila:            2 columna:            4
 Delta E :  -0.699999988    
 fila:            6 columna:            2
 Delta E :   0.699999988    
 fila:            4 columna:            4
 Delta E :  -0.699999988    
 fila:            5 columna:            5
 Delta E :   -0.00000000    
 fila:            5 columna:            4
 Delta E :  -0.699999988    
 fila:            4 columna:            4
 Delta E :    1.39999998    
 fila:            6 columna:            4
 Delta E :   0.699999988    
 fila:            3 columna:            1
 Delta E :  -0.349999994    
 fila:            4 columna:            4
 Delta E :   -1.39999998    
 fila:            1 columna:            1
 Delta E :   0.699999988    
 fila:            4 columna:            6
 Delta E :   -0.00000000    
 fila:            3 columna:            5
 Delta E :  -0.699999988    
 fila:            1 columna:            3
 Delta E :  -0.699999988    
 fila:            3 columna:            4
 Delta E :    1.39999998    
 fila:            4 columna:            5
 Delta E :    0.00000000    
 fila:            4 columna:            3
 Delta E :    1.39999998    
 fila:            5 columna:            4
 Delta E :    0.00000000    
 fila:            5 columna:            3
 Delta E :   -1.39999998    
 fila:            5 columna:            4
 Delta E :   0.699999988    
 fila:            6 columna:            1
 Delta E :    1.04999995    
 fila:            3 columna:            2
 Delta E :  -0.699999988    
 fila:            2 columna:            4
 Delta E :   -0.00000000    
 fila:            4 columna:            5
 Delta E :   -0.00000000    
 fila:            3 columna:            3
 Delta E :  -0.699999988    
 fila:            2 columna:            2
 Delta E :  -0.699999988    
 fila:            5 columna:            3
 Delta E :   0.699999988    
 fila:            4 columna:            5
